date,city_id,commodity_code,price_per_kg
2021-01-04,3509,telur_ayam,22350
2021-01-05,3509,telur_ayam,22400
2021-01-06,3509,telur_ayam,22750
2021-01-07,3509,telur_ayam,22850
2021-01-08,3509,telur_ayam,22650
2021-01-11,3509,telur_ayam,22400
2021-01-12,3509,telur_ayam,21900
2021-01-13,3509,telur_ayam,21250
2021-01-14,3509,telur_ayam,21250
2021-01-15,3509,telur_ayam,21250
2021-01-18,3509,telur_ayam,21000
2021-01-19,3509,telur_ayam,21000
2021-01-20,3509,telur_ayam,20500
2021-01-21,3509,telur_ayam,20500
2021-01-22,3509,telur_ayam,20500
2021-01-25,3509,telur_ayam,20000
2021-01-26,3509,telur_ayam,20000
2021-01-27,3509,telur_ayam,20100
2021-01-28,3509,telur_ayam,20000
2021-01-29,3509,telur_ayam,20000
2021-02-01,3509,telur_ayam,20000
2021-02-02,3509,telur_ayam,20150
2021-02-03,3509,telur_ayam,20150
2021-02-04,3509,telur_ayam,21150
2021-02-05,3509,telur_ayam,21150
2021-02-08,3509,telur_ayam,22500
2021-02-09,3509,telur_ayam,21500
2021-02-10,3509,telur_ayam,22400
2021-02-11,3509,telur_ayam,22400
2021-02-15,3509,telur_ayam,22850
2021-02-16,3509,telur_ayam,22750
2021-02-17,3509,telur_ayam,23000
2021-02-18,3509,telur_ayam,23000
2021-02-19,3509,telur_ayam,22750
2021-02-22,3509,telur_ayam,23000
2021-02-23,3509,telur_ayam,23000
2021-02-24,3509,telur_ayam,22750
2021-02-25,3509,telur_ayam,22750
2021-02-26,3509,telur_ayam,22250
2021-03-01,3509,telur_ayam,22100
2021-03-02,3509,telur_ayam,22100
2021-03-03,3509,telur_ayam,22100
2021-03-04,3509,telur_ayam,22000
2021-03-05,3509,telur_ayam,22750
2021-03-08,3509,telur_ayam,22350
2021-03-09,3509,telur_ayam,22150
2021-03-10,3509,telur_ayam,22100
2021-03-12,3509,telur_ayam,21900
2021-03-15,3509,telur_ayam,21850
